Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,Latency,Throughput
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,256,64,21.8426673412323,1500.1830814931654
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,512,1,2.9624695777893066,345.6575580310745
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,512,16,20.388428270816803,803.5930863514092
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,512,32,39.8722842335701,821.8239970413155
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,512,64,80.91447502374649,809.9416078614702
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,1024,1,36.927737307548526,55.4596666170868
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,1024,16,46.631970858573915,702.6938685345134
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,1024,32,114.85642259120941,570.5906428345943
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,1024,64,190.39310443401337,688.4282936067523
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,2048,1,13.708811700344086,298.78592612787816
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,2048,16,307.94736617803574,212.81558862923094
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,1,1.7611476182937622,145.3597627710608
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,16,1.8080974817276,2265.3645842625456
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,32,2.1091787815093994,3883.9761104260347
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,64,2.6790168285369873,6115.676402431302
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,1,3.0554789900779724,167.567835243709
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,16,3.9291667342185974,2084.9204307511177
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,32,4.781521677970886,3426.524253875768
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,64,6.469397127628326,5065.077835469456
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,1,6.20258367061615,165.0924928028062
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,16,9.068403959274292,1806.7126336210486
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,32,11.858430564403534,2763.2661693329396
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,64,23.7696972489357,2757.1238839793978
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,1,14.67550723552704,139.55224627889672
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,16,20.15099263191223,1626.123367645263
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,32,25.037958669662476,2617.4657792453118
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,64,35.82631618976593,3658.539697627124
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,1,27.03029900789261,151.53365483689262
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,16,87.21258574724197,751.4511746038045
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,32,176.40787863731384,743.0053635499906
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,64,420.3680366873741,623.605928904046
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,1,1.1300933599472045,226.52995679220678
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,16,1.342610478401184,3050.7731511805455
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,32,1.5004681587219237,5459.6293512671555
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,64,1.8566107273101806,8824.682395181893
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,1,2.2917508840560914,223.409971634364
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,16,2.762704372406006,2965.210495130062
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,32,3.141621398925781,5215.141457083977
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,64,3.9769100904464723,8239.562689314222
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,1,4.6650467872619625,219.50476526753386
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,16,5.822598004341126,2813.8641870492625
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,32,6.868607807159424,4770.690206805025
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,64,8.851548075675964,7403.902621293194
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,1,9.600555109977723,213.3209982693128
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,16,12.920068264007568,2536.2095099206517
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,32,16.940726780891417,3868.547131869363
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,64,24.782150912284852,5288.967873043894
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,1,20.58527283668518,198.97720241533477
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,16,30.147324562072754,2173.857911174262
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,32,40.8567168712616,3208.089392326953
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,64,58.233250689506534,4501.620584392992
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,1,0.7771054267883301,329.4276312777956
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,16,1.0285735607147217,3982.213967422831
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,32,1.0624102830886841,7710.768740099043
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,64,1.2711575031280518,12889.040075429217
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,1,1.577147078514099,324.636812238449
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,16,2.100892162322998,3899.2958072355045
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,32,2.2191495656967164,7383.008452094186
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,64,2.712442970275879,12080.62265606536
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,1,3.2513537645339965,314.9457346567041
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,16,4.383740997314453,3737.4470823064344
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,32,4.811525273323059,6810.314430161753
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,64,5.995825576782226,10930.271263022822
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,1,6.762002325057983,302.8688695374619
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,16,9.505168509483337,3447.3875941607203
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,32,10.653644013404847,6151.510217305923
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,64,14.160681653022767,9256.051594947134
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,1,14.865915417671204,275.52961825217034
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,16,21.727193093299867,3016.3123105031773
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,32,25.83556969165802,5073.3156483219145
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,64,37.389847898483275,7011.101000243275
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,128,1,1.5151852369308472,168.9562396466801
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,128,16,1.8080974817276,2265.3645842625456
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,128,32,2.1091787815093994,3883.9761104260347
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,128,64,2.6790168285369873,6115.676402431302
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,256,1,3.0554789900779724,167.567835243709
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,256,16,3.9291667342185974,2084.9204307511177
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,256,32,4.781521677970886,3426.524253875768
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,256,64,6.469397127628326,5065.077835469456
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,512,1,6.20258367061615,165.0924928028062
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,512,16,9.068403959274292,1806.7126336210486
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,512,32,11.858430564403534,2763.2661693329396
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,512,64,23.7696972489357,2757.1238839793978
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,1,12.791291356086731,160.10893216230744
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,16,22.855718314647675,1433.6893528741027
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,32,44.93795162439346,1458.3664281757203
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,64,90.71978312730789,1444.8006320304523
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,2048,1,27.03029900789261,151.53365483689262
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,2048,16,87.21258574724197,751.4511746038045
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,2048,32,176.40787863731384,743.0053635499906
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,2048,64,420.3680366873741,623.605928904046
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,128,1,0.9643909335136414,265.452516301968
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,128,16,1.1833114624023438,3461.4724272883773
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,128,32,1.388774037361145,5898.727784086378
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,128,64,1.7411342859268188,9409.95771114729
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,256,1,1.9561794996261597,261.73467214938455
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,512,1,4.031977295875549,253.96968406729013
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,1,8.361226081848145,244.94015350764386
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,2048,1,18.074980437755585,226.61158688969573
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,128,1,0.6984720826148987,366.51429079542055
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,128,16,0.8721538782119751,4696.418948909926
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,128,32,0.9243316650390625,8862.619674133746
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,128,64,1.1530863046646118,14208.823687976654
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,256,1,1.4276093244552612,358.6415353481709
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,256,16,10.016632437705994,817.8397331584755
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,256,32,10.930146992206573,1498.9734366502244
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,256,64,21.8426673412323,1500.1830814931654
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,512,1,2.9624695777893066,345.6575580310745
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,512,16,20.388428270816803,803.5930863514092
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,512,32,39.8722842335701,821.8239970413155
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,512,64,80.91447502374649,809.9416078614702
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,1,36.95224487781525,55.422884503277984
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,16,84.97920141220092,385.6002345921707
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,32,169.71768877506256,386.14713924639256
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,64,414.93171803951265,315.8881191808972
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,2048,1,13.708811700344086,298.78592612787816
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,2048,16,307.94736617803574,212.81558862923094
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,1,1.672762656211853,153.04024097461559
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,16,1.8080974817276,2265.3645842625456
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,32,2.1091787815093994,3883.9761104260347
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,64,2.6790168285369873,6115.676402431302
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,1,3.0554789900779724,167.567835243709
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,16,3.9291667342185974,2084.9204307511177
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,32,4.781521677970886,3426.524253875768
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,64,6.469397127628326,5065.077835469456
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,1,6.20258367061615,165.0924928028062
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,16,9.068403959274292,1806.7126336210486
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,32,11.858430564403534,2763.2661693329396
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,64,23.7696972489357,2757.1238839793978
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,1,12.791291356086731,160.10893216230744
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,16,22.855718314647675,1433.6893528741027
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,32,44.93795162439346,1458.3664281757203
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,64,90.71978312730789,1444.8006320304523
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,1,27.03029900789261,151.53365483689262
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,16,87.21258574724197,751.4511746038045
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,32,176.40787863731384,743.0053635499906
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,64,420.3680366873741,623.605928904046
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,1,1.07182457447052,238.84505552269474
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,16,1.2696180105209351,3226.1672141208646
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,32,1.414866042137146,5789.947426843348
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,64,1.7330096006393432,9454.073418840613
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,1,2.171929693222046,235.73507079801038
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,16,2.614258909225464,3133.584042151003
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,32,2.9809475183486938,5496.238997550676
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,64,3.713571238517761,8823.85119211529
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,1,4.4427323818206785,230.4887875286231
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,16,5.52270736694336,2966.6608986142996
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,32,6.543541049957275,5007.686167142476
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,64,8.386817860603333,7814.167553089731
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,1,9.19076943397522,222.83226825702152
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,16,12.21534481048584,2682.527632938486
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,32,15.275709629058838,4290.209855477449
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,64,20.41052453517914,6421.78498519659
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,1,19.556518340110777,209.4442338235139
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,16,29.041312050819396,2256.647354131884
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,32,39.51940789222717,3316.6488819226397
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,64,56.77401163578033,4617.323885472814
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,1,0.7362775325775146,347.6949773325435
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,16,0.9849820852279663,4158.451266707062
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,32,1.0171454429626465,8053.912109303764
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,64,1.1847197771072389,13829.430652373543
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,1,1.4853119611740113,344.70873014131524
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,16,2.006787896156311,4082.1454104295212
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,32,2.110030007362366,7764.81848259625
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,64,2.5161744594573974,13022.944365736183
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,1,3.0600759506225588,334.6322171486207
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,16,4.2136691331863405,3888.2977002066036
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,32,4.592779040336609,7134.678091894098
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,64,5.629194259643555,11642.163509942504
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,1,6.444977450370788,317.7668216484102
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,16,9.12388858795166,3591.451132280487
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,32,10.19384286403656,6428.9788330177425
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,64,13.474407601356507,9727.477739860311
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,1,14.127896046638488,289.9228580447107
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,16,20.92482762336731,3131.9732319712975
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,32,24.944194960594178,5254.609347267458
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,64,35.83048858642578,7316.227334374449
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,1,1.5151852369308472,168.9562396466801
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,16,1.8080974817276,2265.3645842625456
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,32,2.1091787815093994,3883.9761104260347
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,64,2.6790168285369873,6115.676402431302
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,256,1,3.0554789900779724,167.567835243709
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,256,16,3.9291667342185974,2084.9204307511177
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,256,32,4.781521677970886,3426.524253875768
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,256,64,6.469397127628326,5065.077835469456
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,512,1,6.20258367061615,165.0924928028062
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,512,16,9.068403959274292,1806.7126336210486
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,512,32,11.858430564403534,2763.2661693329396
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,512,64,23.7696972489357,2757.1238839793978
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,1024,1,12.791291356086731,160.10893216230744
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,1024,16,22.855718314647675,1433.6893528741027
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,1024,32,44.93795162439346,1458.3664281757203
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,1024,64,90.71978312730789,1444.8006320304523
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,2048,1,27.03029900789261,151.53365483689262
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,2048,16,87.21258574724197,751.4511746038045
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,2048,32,176.40787863731384,743.0053635499906
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,2048,64,420.3680366873741,623.605928904046
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,1,0.9643909335136414,265.452516301968
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,16,1.1833114624023438,3461.4724272883773
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,32,1.388774037361145,5898.727784086378
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,64,1.7411342859268188,9409.95771114729
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,256,1,1.9561794996261597,261.73467214938455
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,512,1,4.031977295875549,253.96968406729013
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,1024,1,8.361226081848145,244.94015350764386
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,2048,1,18.074980437755585,226.61158688969573
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,1,1.0944568634033203,233.90597524688462
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,16,1.4118134737014771,2901.2331135083673
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,32,1.601908016204834,5113.901620523821
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,64,1.9723223924636841,8306.958366747678
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,256,1,2.197142481803894,233.0299487813092
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,256,16,2.83434898853302,2890.258056838636
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,256,32,3.280768632888794,4993.95167210359
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,256,64,4.2103147268295285,7782.79110376034
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,512,1,4.4608759641647335,229.55132763744902
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,512,16,5.907789516448974,2773.287699973444
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,512,32,7.169499373435974,4570.472538349072
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,512,64,9.202732467651368,7121.363163643663
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,1024,1,9.22297556400299,222.05415007205326
